source_row,participant_id,condition,domain,position,metric,question_number,question_text,score
26,A028,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,7
27,A027,med,Output,2,Output_Q2,7,「一般的にどうか」という正解を探すのではなく、「自分自身はどのように考えるか」を軸にして回答を考えた。,3
2,A001,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
3,A002,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,7
4,A003,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
5,A004,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
6,A005,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
7,A010,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
8,A006,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
9,A007,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
10,A009,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
11,A008,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,4
12,A015,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
13,A011,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
14,A012,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,3
15,A013,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
16,A020,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
17,A018,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,2
18,A016,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
19,A019,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,7
20,A025,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
21,A024,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,4
22,A023,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
23,A021,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
24,A022,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,4
25,A029,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,1
26,A028,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,6
27,A027,med,Output,3,Output_Q3,9,すぐに思いついたことをそのまま書くのではなく、自分自身で深く考えまとめてから回答した。,5
