participant_id,source_row,category,category_label,question_id,variant_number,display_order,question_text,answer_text,Latency,Writing,Chars,video_condition
A004,11,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,まず，昔の映像特有の画質の粗さが気になった。時代劇的な作品は嫌いではないし，先ほどまで見ていたショート動画と比べると内容の質が高いので，集中して視聴していたと思う。作品を見たいとまでは思わなかったが，それなりに面白い作品ではあるのだろうなと考えた。,9.096,145.919,124,short
A004,12,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,ある一つのものに対して抱いていた感情や考えが，「心が動く」体験を機に一転するという変化。,15.1,86.602,44,med
A004,13,emotion,Emotion,emotion_v3,3,4,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,切腹を迫られているときは抵抗するのに対し，おそらく一騎打ちの場面ではひるんだ様子を見せておらず，この主人公は命が惜しいわけではなく，プライドを持って行動しているのかなと思った。,3.015,98.963,88,control
A005,14,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,最後に切腹という字が出てきたので、唐突ですこし面白く感じた。音楽のボリュームがセリフと比較してうるさく、メロディーやリズムも不気味に感じたので、映像と音楽の関係は思っていたより大事なんだなと思いました。,4.149,106.01,101,short
A005,15,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,印象に残った場面はは役者名がたくさん出てくるところ。豪華なキャスティングを想定しているのかなと思い、みてみたいな、と思えた。1つめの予告（ショート動画後）は英語字幕以外の文字情報がほぼなかったので、新鮮であった。,13.448,97.272,106,med
A005,16,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,考え方が変わる、心拍数が上がる、涙がでる、など,14.261,58.002,23,control
A006,17,emotion,Emotion,emotion_v2,2,5,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,考え方や感情に変化が生じ、行動が変わっていく。,10.485,67.569,23,short
A006,18,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,海軍が残していった食糧を見たときに、その中身が手榴弾であったという場面を見て、少しの喜びの大切さとそれを踏み躙らないことが大切であると感じた。,10.671,103.245,71,med
A006,19,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,初めはただの愛に関する映画だと感じた。途中から徐々に愛のために全て捨てる覚悟を感じ始めた。最後には、身の回りの人をまず大切にすることが大切だと感じた。,15.995,98.637,75,control
A007,20,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,あまり映画自体の細かなディテールは映像を通してわからず(映像で言及された内容が分からなかった)、困惑した感情。,6.604,62.265,55,short
A007,21,emotion,Emotion,emotion_v1,1,4,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,戦国時代の世で１人の人生を追体験するうちに、悲壮感のような思いが残った。,8.273,56.531,36,med
A007,22,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,「大奥に戻ってほしい」と懇願する男に対して、それを拒否する男がいるシーンで、対抗する2人の姿に引き込まれた。,4.109,75.712,54,control
A008,23,emotion,Emotion,emotion_v3,3,4,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,怖い気持ちになった。特に日本刀で殺そうとしている描写が記憶に残った,15.339,37.431,33,short
A008,24,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,侍にはなりたくないのかなと思った後に、侍として斬っているような描写が映り、覚悟を決めたのかなと思った。,11.966,78.094,51,med
A008,25,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,程度によってはこれから先の人生の生き方を変えるような変化もあるかもしれないが基本的に小さいことから意識することが多い気がする,19.173,86.15,62,control
A009,26,emotion,Emotion,emotion_v2,2,4,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,自分の根本の価値観が刺激され、変わること,9.152,16.854,20,short
A009,27,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,侍の存亡がかかっているというシーンで、侍としてのプライドのようなものを感じ、心を打たれた。,61.828,38.155,45,med
A009,28,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,主人公の男は不倫をしており、妻を悲しませていた。悲しい気持ちになった。,14.46,34.859,35,control
A010,29,emotion,Emotion,emotion_v2,2,4,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,自分の知らなかった世界を知れるようになることで、今後自分が行動したり新しい知り合いと出会うときに考えてみようと思ったりすること,5.586,31.766,63,short
A010,30,emotion,Emotion,emotion_v1,1,5,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,虚しさを感じたのと、今も現代でも仕事人の姿勢のようなものがあまり変わっていないのだなと感心した。多分気難しそうなインターン先の上司も映画と似たような感じの心のうちだと思ったため。,2.213,46.87,89,med
A010,31,emotion,Emotion,emotion_v3,3,4,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,ひめゆり隊の話は文献等で読んだことはあったが、実際に私よりも若い女の子たちが生きている様子を見ると悲しい気持ちになった。特に死んでしまった恋人？の腕をさするシーンが、本来ならば普通に恋していい年齢でもあるはずなのにできず悲しかった。,3.154,68.446,116,control
A011,32,emotion,Emotion,emotion_v3,3,2,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,父親が娘との（おそらく）今生の別れのシーンにて、人として大事な心のありようを解く場面が印象に残った。この場面の視聴を経て、特に感情移入していなかった家族に対し、かわいそうだという気持ちを覚えた。,23.123,137.937,97,short
A011,33,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,主人公の男が出世や妻以外の女性に目がくらむシーンなどを見て、欲望を前にした男が、尽くしてくれる妻を裏切ることになるのか、また主人公の洗濯の末に得られるものが当初望んだ名声なのか、あるいは多くを失うのかが気になった。,12.774,121.448,107,med
A011,34,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,自分の見方感じ方が変化すれば、物事の意思決定も変化する。「心が動いた」後の意思決定の場面で、自分の内側で思考するプロセスが変化すると思う。（今まで考えなかったことを考えるなど）,17.323,102.884,88,control
A012,35,emotion,Emotion,emotion_v3,3,4,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,冒頭の「大奥に戻れ」といった後にお互いが離れることを第三者に誓わされていたシーンはかわいそうだなと思った。しかし、全体を通して大きく気持ちは変化しなかった。,6.092,91.445,78,short
A012,36,emotion,Emotion,emotion_v2,2,3,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,今までの日常が当たり前でなくなる感覚として現れる。自分の日常の捉え方が少し変わる。,17.841,75.369,41,med
A012,37,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,ハッピーバースで―の曲が流れたとき、はじめは誕生日シーンの一部かと思ったが、生きるというタイトルが表示されたときに、生きる意味について、生まれた瞬間から問うていることを表現したBGMと気づいた。ここでこの映画について、「生きる楽しさ」という成人後にスポットを当てた話だけではなく、生まれた瞬間からフォーカスされることで、より広い、「人間として生まれた意味・命」について考えさせられるのだと思い、面白そうだとワクワクした。,25.684,302.984,210,control
A013,38,emotion,Emotion,emotion_v3,3,4,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,戦時中、女性が外国の男性に性的搾取されることの残忍さを目の当たりにして、あらためて戦争はタブーに感じた。,23.622,153.586,52,short
A013,39,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,過去の戦国時代の大名がどのような関係性だったのか、想像をかきたてられた。,18.715,147.811,36,med
A013,40,emotion,Emotion,emotion_v2,2,3,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,今までの自分の言動を変えたり、その動機のきっかけになる可能性がある。,51.869,87.008,34,control
A015,41,emotion,Emotion,emotion_v2,2,5,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,他人に対する接し方はもちろん、自分に対する考え方が変わる形として現れると思う。例えば人のダメなところも許容しよう、という内容の映画に感銘を受けたら、他人の「ん？」と思うようなところでも「そういうところもあるよね」と許容するようになると同時に、自分のダメなところもある程度は許容してあげよう、と思うようになると思う。,21.011,128.544,157,short
A015,42,emotion,Emotion,emotion_v1,1,5,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,"映像を見始めた直後は白黒の時代劇映画で古めの作品か、と考えていたが、映像を見終わったあとは映像終盤にあった「山椒大夫」の文字から、「あの有名な山椒大夫って映像化されていたんだ」という知見が思考の大半を支配していた。
感情的には新たな知識を得た、知識欲が満たされた「喜び」というものが近いと思う。",14.636,180.322,147,med
A015,43,emotion,Emotion,emotion_v3,3,4,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,戦火に追われたり、戦いに対して決起している姿を見た時は「昔は大変だったんだよな」と再確認していたが、卒業式やちょっとしたリフレッシュ時間などのシーンでは「戦時中の彼女たちにも日常はあったんだな」と、今まで考えなかったことを考えさせられ、知見が広がった。,22.278,117.377,126,control
A016,44,emotion,Emotion,emotion_v2,2,5,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,自分が何かを選択するうえでの指針となって現れる。,6.587,26.4,24,short
A016,45,emotion,Emotion,emotion_v3,3,5,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,卒業式が開かれるということに女子生徒が喜んでいた場面を見て、苦しむことと何かを楽しむことは別なことなのではないかと思うようになった。,29.108,124.748,66,med
A016,46,emotion,Emotion,emotion_v1,1,4,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,前半はずっと同じことを言っていたのですこしつまらなかった。後半はなんとなく内容がつかめてきたので退屈さが減った。,15.907,75.01,56,control
A018,47,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,一度見聞きしたものが印象に残って忘れることができなくなると思う。,25.355,28.464,32,short
A018,48,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,画面右上に出ている年から、意外と最近の映画なのかと思った。誘惑する女性が出ている場面では、このビジュアルが誘惑する女性として出てくることに驚きを覚えた。あとは全体を通して、この年に上映される映画でも、時代劇？だとこんな古めかしい感じになるんだな（文字がちょくちょく旧字だったり）と思った。,13.101,107.466,144,med
A018,49,emotion,Emotion,emotion_v1,1,4,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,最初はまた時代劇なのかと思いつつ、英語字幕ということに驚く。切腹する場面で急に斬りかかったところまでは、なんとなく一連の流れなのだと分かったが、その後の家で赤ちゃんを抱くシーンや一瞬映った撮影カメラのクレーン、最後の原っぱで対峙しているシーンがどのようなつながりで出てきているのかわからず、困惑した。最後にタイトルが出て、そのタイトルなら見せたいシーンは最初の方にすでに出ていたのでは？という疑問が残り、後半からはずっと困惑が残っていた。,9.496,171.119,219,control
A019,50,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,信玄が死んだはずなのにいるという場面。歴史的には信玄は織田に負けるが、幻の信玄という字幕を見て信玄が勝つかもしれないと感じ興奮した。,9.131,84.656,66,short
A019,51,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,最初は白黒で古い映画なのだなと思った。その後主人公は生粋の侍のように生きており、最強の存在なのかなと思った。面白そうな映画だとは思わなかった。,12.007,177.167,71,med
A019,52,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,嫌いまたは好きだったものがそ心が動くことでその反対になる。感動して涙が出る。,10.14,56.496,38,control
A020,53,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,幼い頃から父と離れ、しかも、その瞬間を目の当たりにした上に深く心に刻まれている有様を憐れむ感情,48.949,36.692,47,short
A020,54,emotion,Emotion,emotion_v2,2,5,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,新たな視点が増え、異質なものに対する解像度が上がる。,23.386,35.656,26,med
A020,55,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,殺陣の時に鳴っているであろう音と鳴っている音が乖離しすぎていて、音と映像の連動と、思想とのジレンマを感じた,33.212,46.999,53,control
A021,56,emotion,Emotion,emotion_v1,1,4,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,父の言葉を忘れてはいけないというのがどうしてだろうと疑問に残った。あまり映像の内容を理解できなかったが、映像の終盤で人々が苦悶の表情を浮かべている姿が印象的であったため、情けをかけて生きるとはどういうことなのかと気になった。,9.574,159.407,112,short
A021,57,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,映画の舞台背景（時代、国等）や登場人物たちの葛藤や言葉を受けて、感動を覚えたり、自分が当たり前に持っていた価値観が揺さぶれることで、「次からはこう思って生きよう」あるいは「あのような登場人物のようにならないようにしよう」と意識して考えて行動するような変化が生じると思う。,10.273,175.043,135,med
A021,58,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,先ほどの映像を観て、私もできる限り楽しんで生きていきたいと感じた。最初はただ椅子に座っていた男性の表情が、映像が進むにつれて変化していく様子が印象的であった。また、この映画で「生きる」ということをこの作品の作者はどういうことであると言いたいのかどうかも気になった。,5.769,162.146,132,control
A022,59,emotion,Emotion,emotion_v3,3,5,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,最初は登場人物たちは何を考えている、どのような人たちなのだろうかということに興味があり、その後、二人の登場人物が歩いているような描写が混ざり込んできた辺りから、この後何が起きるのだろうかと、今後の展開に興味の矛先が切り替わった。最後に、突然切腹という文字が見えて、さらに今後の展開への興味が強まった。,22.95,153.941,150,short
A022,60,emotion,Emotion,emotion_v1,1,4,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,中心的な登場人物たちが自分と年齢がそこまで離れていなそうな女性たちだったこともあり、共感しようとする視点から映像を観たので、最後には、自分だったら様々な死と次々と向き合わなければならない中で、どう青春を過ごせるだろうかという問いとともに、漠然とした悲しみや切なさが残った。,4.914,147.098,136,med
A022,61,emotion,Emotion,emotion_v2,2,5,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,心が動くとき、自分が感じてきて記憶しているすべてのことから少しでも外れた部分、または既に経験してきたものを強烈に強化するものを、新しく感じて、それが払拭できない違和感のようなものとして立ち現れる。,24.494,132.954,98,control
A023,62,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,「ひめゆりの塔」というワードで戦時中の内容だとわかり、暗い気持ちになる→自分の祖母のことをなんとなく思い出す→学徒の人が兵士の人を海で倒れたまま煙の中に消えていくところを目で追うシーンを見て関係性を想像し暗い気持ちになる→全体的にしんどい気持ちになる,11.068,145.106,125,short
A023,63,emotion,Emotion,emotion_v3,3,4,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,白黒の武士の映像が最初に映る→江戸時代が舞台？と想像して鑑賞する→切腹？を迫られる、主人公と思われる男性が人に取り囲まれて正座している→映画村でこんなところ無かったな…と地元の事を考え始める→寺社の中で戦う映像が流れる→奈良県では？と想像しながら鑑賞する→突然撮影中の引きの映像が流れる→メイキングみたいなものか…と一瞬何のシーン？と理解できず混乱するが、すぐに理解する　このような流れで変化しました。,7.642,206.656,201,med
A023,64,emotion,Emotion,emotion_v2,2,3,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,動悸や頭がぼーっとするなど、いつも生活しているときには感じない表には出てこない体調の変化として現れると思います。,11.596,94.018,56,control
A024,65,emotion,Emotion,emotion_v2,2,2,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,ふとした瞬間に、心が動いた時のことを思い出す。今まで感じたことのない感情に襲われる。胸がザワザワしたり、意識が没入したりする。,16.634,78.516,63,short
A024,66,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,"何も成し遂げていない男は、自分の地位を守るために何もしないのが一番だと考えていた。
しかし、それを見て私は、何も目的もない、意志もなくただ生きているのはつまらないし、何かを失っているのでさえないかと感じた。特に何もせず生きている主人公の様子から、そのような人生は意味があるのか、自分で自ら考えて行動し、人生を切り開いていくことが重要であり、そのような意識を持つようにしていかなきゃいけないと考えさせられた。",12.398,145.336,203,med
A024,67,emotion,Emotion,emotion_v3,3,2,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,"昔の武士が戦っていた世界に引き込まれた。日本の歴史と伝統を感じた。
特に、最後の草原で二人の武士が戦っているところや、奥野武士が闘争をおこなっているシーンでは、戦の激しさを感じた。",10.06,88.806,90,control
A025,68,emotion,Emotion,emotion_v1,1,3,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,古い。映像が古くて、2023年の映画にしては古いな,10.332,34.034,25,short
A025,69,emotion,Emotion,emotion_v3,3,5,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,突然監督がうつって、これはどんな話なのかわからないけど、ストーリーが難しく集中して見れた気がする,2.395,58.82,48,med
A025,70,emotion,Emotion,emotion_v2,2,4,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,内面で胸が痛くなるような、自分を振り返って感じること,10.533,51.667,26,control
A027,71,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,人には慈悲の心を持て、自分を責めても人を責めるな、と子供に説く父親の姿を見て、そのように生きられたらいいだろうな、という尊敬のような気持ちが残った。,20.494,78.552,74,short
A027,72,emotion,Emotion,emotion_v2,2,3,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,ふとした時、選択をする場面などで自分の考えとは別にこんな考え方、見方があったな、と立ち止まるような感じ,12.716,84.475,51,med
A027,73,emotion,Emotion,emotion_v3,3,5,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,女が温泉に入っている男に自分を一生？守るように、と告げているシーンが、今の時代ではあまり考えられない質感で、男女観の違いを感じた。,15.502,149.824,65,control
A028,74,emotion,Emotion,emotion_v2,2,5,Q4. 「心が動く」とは、それまでの自分の見方や感じ方が揺さぶられる現象とも言えます。そのような揺らぎは、あなたの内側でどのような変化として現れると思いますか？,体が熱くなり、頭がじんじんする。考えていたことが急に色あせて見え、新しい真実にたどり着いた快感を覚える。どくどくと心臓がうるさく鳴り出し、高揚感でいてもたってもいられなくなる。それによって、自分の思考が変容し、より精密な、あるいは愚かな、世界に対する詳細な認知を得る。,8.172,81.524,134,short
A028,75,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,なるほど、怪談かと思いながら見ていたが、妖艶な女性の演技が鼻につくというかわざとらしく、かつ男女の閨の話がたくさん出てきてずいぶん俗物的だと思った。抱いてくれ、と怪しい女が言うシーンは、明らかに悪いことが起きているという演出が見え見えで冷めてしまった。,5.314,77.975,126,med
A028,76,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,武田信玄の影武者の話は眉唾ものでは？　という気持ちになり、まあ映画だからなんでもありか、と納得した。その後、史実の武田信玄はどうだったであろうかと考えたが記憶が定かではなく、信長と信玄が戦ったことや、家康が信玄から敗走し脱糞した話を断片的に思い出した。さらに、先ほどの映像は最初見たときに中世ヨーロッパの話かと思ったので、日本の戦国時代を描いたにしては西洋的すぎるな、音楽のせいだろうか、と思い出した。,5.112,130.999,201,control
A029,77,emotion,Emotion,emotion_v3,3,2,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,特に変化していない,19.352,16.408,9,short
A029,78,emotion,Emotion,emotion_v3,3,3,Q4. 先ほどの映像を観ている間に、あなたの気持ちはどのように変化しましたか？ 印象に残った場面とあわせて説明してください。,徳川家康が出てきた場面で戦場に出ていないんだと思った。,37.872,47.29,27,control
A029,79,emotion,Emotion,emotion_v1,1,2,Q4. 先ほどの映像を観た後、あなたは最後にどのような感情が残りましたか？ 経緯を追って説明してください。,幸せは周りの環境によるのではなく自分たちの考え方によって決まるのだと思った。,27.056,45.62,38,med
A001,2,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,江戸か、戦国時代か、そのくらいの昔の人々の男女関係や、男同士の争いについてモノクロで描いたドラマだった,10.035,70.194,51,short
A001,3,summary,Summary,summary_v1,1,2,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,ある世界で地位を守るために何もせず、ただ時間をつぶすだけの男の人生についての物語,6.71,24.207,40,med
A001,4,summary,Summary,summary_v1,1,2,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,大いなる欲望に飲まれ、落ちぶれていく人間の醜さについての物語,4.659,29.658,30,control
A002,5,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,身分の低い武士と高い武士との感覚の違いによる隔たりが惹起したいさかい。,19.746,99.79,35,short
A002,6,summary,Summary,summary_v2,2,5,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,主人公の男性が孤独に目的なく街を周遊し、漫然とした一日を過ごす物語。,5.827,160.524,34,med
A002,7,summary,Summary,summary_v3,3,3,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,主人公の武士を中心に、現在の体制や風潮を変えようと企てたために謀反だと疑われ、命が危うくなった。,102.552,135.012,48,control
A003,8,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,侍たちが、お互いの理想や信念を突き通すために戦う映画の予告映像。,11.251,36.177,32,short
A003,9,summary,Summary,summary_v1,1,2,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,自分の地位を守るためだけのつまらない人生を送っていた男が、新たな刺激を受け、自分の人生を見つめ直す。,7.942,74.795,50,med
A003,10,summary,Summary,summary_v3,3,4,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,主人公が父の言葉を指針に生きていく,5.091,71.175,17,control
A004,11,summary,Summary,summary_v2,2,2,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,1人の侍が，大きな組織と関わりながら，敵を切り倒していく。,6.657,65.26,29,short
A004,12,summary,Summary,summary_v1,1,4,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,男が魅力を持つ女に執着し，男の妻は落ちぶれてしまい，男自身も持っていたものを失ってしまう。,4.939,127.18,45,med
A004,13,summary,Summary,summary_v3,3,5,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,主人公は権力を持った存在から疎まれ，切腹をさせられそうになったが抵抗したが，一対一の場面においては，覚悟を決めた姿を見せる。,11.373,100.801,62,control
A005,14,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,処刑されそうになっている侍が、なんとかその場を抜け出すが、いよいよみつかり切腹に追い込まれる。,6.664,82.859,47,short
A005,15,summary,Summary,summary_v1,1,5,Q5. 先ほどの映像を一文で表すと、どのような物語になりますか？,侍としての立ち位置が危ぶまれる幕末において、必死にもがいている侍たちの姿。,9.979,27.391,37,med
A005,16,summary,Summary,summary_v3,3,3,Q5. 先ほどの映像の中心的な出来事や意味を、一文でまとめてください。,よごろうといちが愛を誓うが、いちが残念ながら侍衆に殺されてしまったので、よごろうが仇を打つ。,7.478,70.196,46,control
A006,17,summary,Summary,summary_v2,2,4,Q5. 先ほどの映像で起きたことを、映像を観ていない人にも伝わる一文で要約してください。,父から人に情をかけてみんなで幸せになれと言われた少女の人生,12.088,41.19,29,short
